0,46.829560,29.484580
0,46.829541,29.484725
1,46.829523,29.484870
2,46.829504,29.485015
3,46.829485,29.485160
3,46.829466,29.485305
4,46.829448,29.485450
5,46.829429,29.485595
6,46.829410,29.485740
6,46.829410,29.485740
7,46.829393,29.485876
8,46.829376,29.486011
8,46.829359,29.486147
9,46.829341,29.486283
10,46.829324,29.486419
11,46.829307,29.486554
12,46.829290,29.486690
12,46.829290,29.486690
18,46.829270,29.486890
18,46.829270,29.486890
19,46.829181,29.486842
19,46.829092,29.486794
20,46.829003,29.486746
21,46.828914,29.486698
21,46.828825,29.486650
22,46.828736,29.486602
22,46.828647,29.486554
23,46.828558,29.486506
24,46.828469,29.486458
24,46.828380,29.486410
24,46.828380,29.486410
26,46.828287,29.486360
28,46.828193,29.486310
30,46.828100,29.486260
30,46.828100,29.486260
31,46.828012,29.486212
31,46.827924,29.486164
32,46.827837,29.486117
33,46.827749,29.486069
33,46.827661,29.486021
34,46.827573,29.485973
35,46.827486,29.485926
35,46.827398,29.485878
36,46.827310,29.485830
36,46.827310,29.485830
36,46.827221,29.485782
37,46.827132,29.485734
37,46.827044,29.485685
38,46.826955,29.485637
38,46.826866,29.485589
38,46.826777,29.485541
39,46.826688,29.485492
39,46.826599,29.485444
39,46.826511,29.485396
40,46.826422,29.485348
40,46.826333,29.485299
40,46.826244,29.485251
41,46.826155,29.485203
41,46.826066,29.485155
41,46.825978,29.485106
42,46.825889,29.485058
42,46.825800,29.485010
42,46.825800,29.485010
42,46.825715,29.484966
43,46.825629,29.484922
43,46.825544,29.484878
44,46.825459,29.484834
44,46.825373,29.484790
44,46.825288,29.484746
45,46.825203,29.484702
45,46.825117,29.484658
46,46.825032,29.484614
46,46.824947,29.484570
46,46.824861,29.484526
47,46.824776,29.484482
47,46.824691,29.484438
48,46.824605,29.484394
48,46.824520,29.484350
48,46.824520,29.484350
49,46.824422,29.484298
50,46.824323,29.484247
51,46.824225,29.484195
52,46.824127,29.484143
53,46.824028,29.484092
54,46.823930,29.484040
54,46.823930,29.484040
55,46.823840,29.483996
55,46.823750,29.483951
56,46.823660,29.483907
57,46.823570,29.483862
57,46.823480,29.483818
58,46.823390,29.483773
59,46.823300,29.483729
59,46.823210,29.483684
60,46.823120,29.483640
60,46.823120,29.483640
61,46.823035,29.483597
62,46.822950,29.483553
63,46.822865,29.483510
64,46.822780,29.483467
65,46.822695,29.483423
66,46.822610,29.483380
66,46.822610,29.483380
66,46.822522,29.483336
67,46.822433,29.483291
67,46.822345,29.483247
67,46.822257,29.483202
68,46.822168,29.483158
68,46.822080,29.483113
68,46.821992,29.483069
69,46.821903,29.483024
69,46.821815,29.482980
69,46.821727,29.482936
70,46.821638,29.482891
70,46.821550,29.482847
70,46.821462,29.482802
71,46.821373,29.482758
71,46.821285,29.482713
71,46.821197,29.482669
72,46.821108,29.482624
72,46.821020,29.482580
72,46.821020,29.482580
73,46.820933,29.482538
74,46.820847,29.482497
75,46.820760,29.482455
76,46.820673,29.482413
77,46.820587,29.482372
78,46.820500,29.482330
78,46.820500,29.482330
79,46.820398,29.482280
80,46.820296,29.482230
81,46.820194,29.482180
83,46.820092,29.482130
84,46.819990,29.482080
84,46.819990,29.482080
84,46.819904,29.482039
85,46.819817,29.481997
86,46.819731,29.481956
87,46.819645,29.481915
87,46.819559,29.481874
88,46.819472,29.481833
89,46.819386,29.481791
90,46.819300,29.481750
90,46.819300,29.481750
90,46.819206,29.481703
91,46.819111,29.481657
92,46.819017,29.481610
92,46.818922,29.481563
93,46.818828,29.481517
94,46.818733,29.481470
94,46.818639,29.481423
95,46.818544,29.481377
96,46.818450,29.481330
96,46.818450,29.481330
96,46.818361,29.481288
97,46.818272,29.481245
98,46.818184,29.481202
99,46.818095,29.481160
99,46.818006,29.481117
100,46.817918,29.481075
101,46.817829,29.481032
102,46.817740,29.480990
102,46.817740,29.480990
104,46.817647,29.480940
106,46.817553,29.480890
108,46.817460,29.480840
108,46.817460,29.480840
108,46.817369,29.480794
109,46.817278,29.480749
110,46.817187,29.480703
110,46.817096,29.480658
111,46.817004,29.480612
112,46.816913,29.480567
112,46.816822,29.480521
113,46.816731,29.480476
114,46.816640,29.480430
114,46.816640,29.480430
115,46.816545,29.480385
116,46.816450,29.480340
118,46.816355,29.480295
119,46.816260,29.480250
119,46.816260,29.480250
120,46.816163,29.480206
121,46.816066,29.480161
122,46.815969,29.480117
123,46.815871,29.480073
124,46.815774,29.480029
125,46.815677,29.479984
125,46.815580,29.479940
125,46.815580,29.479940
128,46.815490,29.479905
131,46.815400,29.479870
131,46.815400,29.479870
137,46.815230,29.479790
137,46.815230,29.479790
143,46.815060,29.479710
143,46.815060,29.479710
144,46.814974,29.479672
144,46.814888,29.479633
145,46.814802,29.479595
145,46.814715,29.479556
146,46.814629,29.479518
146,46.814543,29.479479
147,46.814457,29.479441
147,46.814371,29.479402
147,46.814285,29.479364
148,46.814198,29.479325
148,46.814112,29.479287
149,46.814026,29.479248
149,46.813940,29.479210
149,46.813940,29.479210
152,46.813810,29.479180
155,46.813680,29.479150
155,46.813680,29.479150
157,46.813580,29.479150
159,46.813480,29.479150
161,46.813380,29.479150
161,46.813380,29.479150
164,46.813270,29.479175
167,46.813160,29.479200
167,46.813160,29.479200
169,46.813047,29.479227
171,46.812933,29.479253
173,46.812820,29.479280
173,46.812820,29.479280
176,46.812700,29.479330
179,46.812580,29.479380
179,46.812580,29.479380
185,46.812460,29.479440
185,46.812460,29.479440
191,46.812320,29.479510
191,46.812320,29.479510
197,46.812290,29.479530
197,46.812290,29.479530
200,46.812185,29.479590
203,46.812080,29.479650
203,46.812080,29.479650
205,46.811987,29.479703
207,46.811893,29.479757
209,46.811800,29.479810
209,46.811800,29.479810
211,46.811690,29.479847
213,46.811580,29.479883
215,46.811470,29.479920
215,46.811470,29.479920
216,46.811382,29.479950
217,46.811293,29.479980
218,46.811205,29.480010
219,46.811117,29.480040
220,46.811028,29.480070
221,46.810940,29.480100
221,46.810940,29.480100
223,46.810847,29.480127
225,46.810753,29.480153
227,46.810660,29.480180
227,46.810660,29.480180
229,46.810557,29.480217
231,46.810453,29.480253
233,46.810350,29.480290
233,46.810350,29.480290
239,46.810180,29.480340
239,46.810180,29.480340
242,46.810085,29.480345
245,46.809990,29.480350
245,46.809990,29.480350
247,46.809900,29.480375
250,46.809810,29.480400
250,46.809810,29.480400
256,46.809720,29.480390
256,46.809720,29.480390
258,46.809622,29.480378
259,46.809524,29.480366
